id,name,price,type,rating,rating_number,location,website,contact_number,opening_hours,about,image_source,created_at,updated_at,doc
12,Malibu Kitchen at The Ned,£25 and under,Californian,4.6,693,Bank,http://www.thened.com/restaurants/malibu-kitchen,020 3828 2000 ,Mon–Sat 08:00–22:00 ,Malibu Kitchen brings Californian food to the City with a healthy menu of superfood salads,https://images.otstatic.com/prod/25148204/1/medium.jpg,2022-01-26 16:46:12.037125+00,2022-01-26 16:46:12.037125+00,"Caravan city is a multi-terraced all-day dining restaurant, coffee and cocktail bar with a flexible working & events space. Signature favourites are combined with new additions, with flavours from around the world, inspired by a lifetime of travel. Open from 7am on weekdays and 10am on the weekends, food is served from three menus- breakfast (weekdays), brunch (weekends) and our all day lunch & dinner menu which is made up of small and large plates designed for sharing. Natural fabrics and charcoal exposed steel set the scene to the bustling cocktail and coffee bar. Caravan City has it’s own semi-private mezzanine space for up to 20 guests. The outdoor terrace looks over Bloomberg’s new European headquarters, with covered walkways leading to open squares and calming water installations.Lots of plant-based options and super nice outdoor seating. Great option during covid and veganuary.      The food was great, but we waited for it for literally an hour after we got seated, as something happened in the kitchen. It was very unpleasant as we were really hungry, but Caravan covered the food bill, hence leaving 4 starts.        Service was fantastic, offered great and realistic advice on amount of food to order, replaced napkins/cutlery as needed without asking. Cocktails were very good. Food was superb, hot and came out timely. Great experience!       We had to ask several times for things and 2 of 5 meals arrived after the other 3 had finished their meals - not ideal      Interested, varied menu to please the carnivores and the veggies. Attentive service with banter which added to the vibe "
13,El Vino Masons Avenue,£25 and under,Tapas / Small Plates,3.6,12,Bank,https://elvino.co.uk/bars/masons-avenue/,020 7600 2676 ,Mon–Fri 12:00–22:00,El Vino Masons Avenue is a new wine bar at 12-14 Masons Avenue,https://images.otstatic.com/prod/24997295/1/medium.jpg,2022-01-26 16:46:12.040048+00,2022-01-26 16:46:12.040048+00,"Malibu Kitchen brings Californian food to the City with a healthy menu of superfood salads, cured fish and meat, served from breakfast through to dinner. Expect counter-style seating at our marble-top tables.  Please be advised bookings cannot be made for drinks only. Pets, other than registered guide dogs are not permitted in any public area or restaurant at The Ned. Children are welcome in the restaurant until 8pm. We will try to accommodate pushchairs where possible but please be aware there may not be space at the table. If you would like to request a highchair or for further information please contact the restaurant directly.  Please note The Ned reserves the right to refuse or cancel any reservation either ahead or upon arrival.Overall was ok. Personally, I think the raw food is on the overpriced side. The service was rushing through so much to the point they kept taking things away we haven’t finished or Take plates from the people who did finish mid way through the others still eating. Would try again though just to check wasn’t a one off.    Always love going to this restaurant in the bed. Great service and good vegetarian food      Splendid. It atmosphere was perfect, and the food was amazing.        Friendly and efficient service Nice food well presented No particular ambience or vibe Expensive for what it is offering       Really lovely lunch, with great wine and even better cocktails  "
14,Goodman City,£41 and over,Steak,4.8,1286,Bank,http://www.goodmanrestaurants.com/,020 7600 8220,Lunch Tue–Fri 12:00–16:00 Dinner Tue–Fri 16:00–22:00,Goodman specialises in steak. Our chefs source the best beef from both sides of the Atlantic – from USDA corn-fed herds to grass-fed Scottish beef,https://images.otstatic.com/prod/23686009/1/medium.jpg,2022-01-26 16:46:12.042013+00,2022-01-26 16:46:12.042013+00,"El Vino Masons Avenue is a new wine bar at 12-14 Masons Avenue, between Gresham Street and London Wall, serving delicious tapas and a wine list featuring Spanish, Portuguese and South American wines alongside ‘the classics’ of France and Italy. Set over two floors, it comprises a ground floor bar with further lounge seating and a private dining room for up to 20 people on the lower floor. The interior of El Vino Masons Avenue has a more contemporary feel to the existing three sites.Spoiled by COVID - place was very quiet. But staff and service were very good and we enjoyed our meal together.   Wasn’t greeted when entering. Woman reluctantly came over to help, didn’t even know about booking.     I would recommend ElVino to friends. The booze is good, the food is fine and the ambience was very good as it was near Christmas. However the service was inattentive as it took us ages to get served despite only a few diners being in. Worst of all by far was the fact that our booking wasn’t in the booking book, due to Open Table not updating the restaurant. This is totally unacceptable. So would I recommend El Vino, yes. Would I ever use Open Table again, absolutely not unless something changes and I will let others know to do the same.         Really good vegetarian mezze. Really good lunchtime getaway with the team. We could hear each other. Service was quick. An overall great experience.      Modern stylish wine bar with a good and varied range of wines at honest prices, food portion size could be bigger but quality good.  "
15,Hispania Restaurant,£41 and over,Spanish,4.8,76,Bank,http://www.hispanialondon.com/,020 7621 0338,Mon–Fri 12:00–22:00,Hispania’s premises,https://images.otstatic.com/prod1/32114203/1/medium.jpg,2022-01-26 16:46:12.04408+00,2022-01-26 16:46:12.04408+00,"Goodman specialises in steak. Our chefs source the best beef from both sides of the Atlantic – from USDA corn-fed herds to grass-fed Scottish beef, grain-fed Irish Angus and rare breed Belted Galloway from Devon – to present a uniquely British interpretation of a New York grill. All of our meat is matured on-site – you can see it for yourself in our glass-walled dry-ageing room – then we cook it over charcoal for a fabulously smoky flavour. Couple that with one of London’s largest collections of American red wine and you’ve a match made in carnivore heaven. Our City of London venue is just round the corner from the Bank of England.An absolute pleasure - still sets the benchmark for steak done well in the city. Misha was an absolute star, a wholly enjoyable experience.          Stunning food, great service, excellent wine, good vibe.       The food is always consistent and delicious. Service is always genuine and quick!       Service was a bit off this time. Probably due to last day before lockdown. A shame as normally very good.       Food was lovely , would defiantly be coming back 👌🏼   "
16,temper City,£26 to £40,Steakhouse,4.3,620,Bank,http://www.temperrestaurant.com/,020 3004 6984 ,Mon 17:00–22:00 Tue–Fri 12:00–22:00 ,Whole animal barbecue taqueria and steak house. temper City is similar to the flagship in Soho but bigger,https://images.otstatic.com/prod/26526644/1/medium.jpg,2022-01-26 16:46:12.046335+00,2022-01-26 16:46:12.046335+00,"Hispania’s premises, with more than 9,000 square feet are part of the ground floor of the historical building of Lloyds Bank. With two floors dedicated to show the best of Spain, Hispania is the largest, most accomplished and ambitious project devoted to Spanish gastronomy in Europe.The food and ambiance was excellent.Extra kudos for the FOH team.   What a place...one of the best meals of the year! outstanding !        One of my favourite places. Food and service are 5*         The food was amazing and the staff were so lovely.        Really nice restaurant, staff really friendly but super professional - Food was really nice and everything came up nice hot. Nice wine selection. "
17,Bread Street Kitchen & Bar — St Paul's,£26 to £40,Modern European,4.2,4164,St Paul's,https://www.gordonramsayrestaurants.com/bread-street-kitchen/st-pauls/,020 3030 4050,Mon–Wed 07:30–00:00 Thu, Fri 07:30–01:00 Sat 11:30–01:00 Sun 10:30–21:00,https://images.otstatic.com/prod/26336524/3/medium.jpg,2022-01-26 16:46:12.054032+00,2022-01-26 16:46:12.054032+00,"Whole animal barbecue taqueria and steak house. temper City is similar to the flagship in Soho but bigger, with the addition of a modern day steak menu where chefs butcher steaks from whole cow, lambs and other animals. We offer the best value prime meat in London. Daily specials and huge cuts for large parties - or for those that have a bigger appetite. The counter dining seats surround our open fire pit, where whole cuts are tossed onto the grill to slow cook.  temper City has one of the biggest tequila and mezcal lists around. There's a huge cocktail and gin offering, plus temper lager on tap. temper was recently voted the best cocktail restaurant in the UK, and temper City is no exception.  There are large booths, banqueting tables, bar seats to watch the kitchen at work, a huge private-hire mezzanine and an outdoor area where you can catch the best of the British summer or wintertime.  We take reservations throughout the day and we always try toEpic. Will definitely be back     Incredible food and such attentive and lovely staff! Cannot wait to be back      Great music, ambience and impeccable service. Tucked in a nice hideaway a stone’s throw away from the Bank of England. You’ll miss the entrance via Angel Court if you’re not focused, but nestled away is a modern open kitchen with a great vibe, good music and even better food. We were waited by Reya and later Rey, among others, who were attentive, personable, and patient. Would definitely recommend the Porterhouse steak which was finely cooked (medium) to perfection.        Pretty average for the prices.      Disappointing menu with mostly spicy food and no plain alternatives. The choice of steaks was also disappointing with no or little choice for steak lovers with small appetites. Choice of wines was also disappointing, with the price of champagne exorbitant!  "
18,1 Lombard Street Brasserie,£41 and over,British,4.3,3766,Bank,http://www.1lombardstreet.com/,020 7929 6611,Breakfast Mon–Fri 07:30–09:45 Lunch Mon–Fri 11:30–16:30 Dinner Mon–Fri 16:30–21:30 Sat 16:00–21:30,1 Lombard Street is one of the longest standing restaurants in The City of London,https://images.otstatic.com/prod1/42304143/3/medium.jpg,2022-01-26 16:46:12.060202+00,2022-01-26 16:46:12.060202+00,"Bread Street Kitchen in St Paul's is a bustling, large, and breath-taking urban space comprising a restaurant, open kitchen and large bar area. Bread Street Kitchen is a city institution. Large windows offer a view out onto the city, and the team provide a sophisticated yet traditional all-day dining menu that embraces seasonal British produce to deliver a globally inspired menu.Really disappointed with the lack of vegan options at this Gordan Ramsey restaurant.       Great staff, family friendly and a great space        Super disappointing. I am a fan of Gordon Ramsey and thought our meal would be better. Steak was under seasoned and tasted like charred wood. Spatchcock poussin was also under seasoned. Crispy duck salad had good flavor but drowned in dressing at the end. Appetizers were delicious. Overall, underwhelming.         Went to dinner and had fantastic time. The food was amazing and our server was very personable and efficient. The atmosphere is everything you would expect from a Gordon Ramsey restaurant. Ended up going back a second evening. Top restaurant         Not able to order from the regular menu at 11:45am when regular menu opened at 12 noon. Had to order from the brunch menu. Pancakes had a bunch of butter on top without the butter they had bo flavor"
19,Coq d’Argent Restaurant,£41 and over,French,4.5,5702,Bank,http://www.coqdargent.co.uk/,020 7395 5000,Lunch Mon–Fri 12:00–15:00 Brunch Sat 12:00–15:30 Bar Mon–Sat 12:00–00:00 Dinner Mon–Sat 17:30–22:00,High above the City you'll find a classic French restaurant,https://images.otstatic.com/prod/24611265/1/medium.jpg,2022-01-26 16:46:12.06645+00,2022-01-26 16:46:12.06645+00,"1 Lombard Street is one of the longest standing restaurants in The City of London, having served The City breakfast, lunch and dinner since 1998. Situated in the heart of The City just beside Bank Underground, 1 Lombard Street is close to London landmarks such as London Bridge and St Paul's Cathedral. Mark Hix joined as Director of Food & Drink in the summer of 2020, developing menus that showcase the best of British produce from Mark's long-serving suppliers, changing regularly to reflect what's in season.  Wine and dine beneath an Italian-designed glass cupola skylight at the Dome Bar, a must visit for those seeking classic and experimental cocktails with an impressive setting to match. The Dome Bar offers an extensive list of seasonal cocktails, carefully-sourced spirits and rare and vintage wines.  A Grade II listed former banking hall, 1 Lombard Street can be booked for private events in the private dining room, 1776, or for full-venue exclusive.Great venue to have a cordial business breakfast meeting. Great service and in a too location     Good food, attentive service. The food was brought out quickly, but nothing felt rushed.        Excellent for business lunch or dinner. Good ambience. Highly recommended      Lovely lunch, service was great and food was delicious      Although slightly empty at 4pm the food was excellent even my most fussy frend who is an excellent cook and difficult to please agreed. There even was some light entertainment. Overall a most enjoyable evening "
20,MBER,£41 and over,Asian,4.6,1214,Bank,http://www.mber.london/,020 7608 6545,Lunch Tue–Fri 12:00–14:45 Dinner Tue–Sat 16:00–22:45,An infusion of the Orient with Pan-Asian Tapas,https://images.otstatic.com/prod/26463610/4/medium.jpg,2022-01-26 16:46:12.071757+00,2022-01-26 16:46:12.071757+00,"High above the City you'll find a classic French restaurant, complete with an extensive terrace and a secret garden. The food is nothing short of fantastic, overseen by Executive Head Chef, Damien Rigollet, served alongside an extensive wine list consisting of over 750 different bottles  Dining tables at Coq d'Argent are subject to availability, you maybe seated on our outdoor dining terrace. A La Carte Menu is available in all areas. We do not take general drinks reservations, we operate on a walk-in basis only. Please note, we are only accepting cashless payment at this time  Cancellations (including partial cancellations) must be confirmed no later than 24 hours prior to your reservation date otherwise a late cancellation fee of £20 pp may be applied.  In line with government advice, we are operating a COVID-19 secure management system* in our restaurant. We trust that you are adhering to the governments’ legislation in respect of meeting friends & family outside of your household.This is the perfect venue for a business meal, always great food and service at Coq D'Argent       Service was terrible ,         Wonderful food and amazing service. Excellent venue for both business and social lunches.        Overall one of my favourite places to go for dinner with friends and visitors from overseas. Food is great but it’s not cheap. I love the atmosphere and location. Especially in good weather it’s a great place to go. My only complaint is that the small bar is often filled by people having drinks only and a pre-dinner drink becomes impossible. Don’t rely on getting a drink there first.        Always love my visits. Consistently excellent. "
21,Cecconi’s at The Ned,£41 and over,Italian,4.8,3,Bank,https://www.thened.com/restaurants/cecconis,020 3828 2000,Mon–Sat 12:00–22:00 Dinner Sun 18:00–21:00,Cecconi’s at The Ned is a modern-day classic Italian restaurant open for breakfast,https://images.otstatic.com/prod1/46910735/3/medium.jpg,2022-01-26 16:46:12.073071+00,2022-01-26 16:46:12.073071+00,"An infusion of the Orient with Pan-Asian Tapas, ingredients sourced from all over Asia including Thailand, Indonesia, Malaysia, Vietnam, Japan and China, uniquely fused by our Head Chef. Luxurious seating with intimate lit tables in cool, calm, modern surroundings. The uniquely designed restaurant also features a private dining room with an exclusive bar 'The Cellar Bar' - for up to 25 people dining or 45 people drinks and canapés and a smaller private dining rooms 'The Retreat' - for up to 6 people or ‘The Snug’ - for up to 4 people. Please contact reservations for our private dining experiences. MBER truly is a hidden gem in The City of London.What a little gem! 💎. We ate early, so not sure how busy it might get later on, but we were very comfortable, the ambience was great, the service was very friendly and the food was delicious. Would highly recommend the Vietnamese Goat Curry. Will definitely return 👌.          Lovely dining experience. Great ambiance with good music and great food. Only slight disappointment was that we were celebrating a birthday and had mentioned this twice but no gesture was provided by the restaurant. Of course a birthday gesture isn’t mandatory from any restaurant but it would definitely have been a nice way to top off the night! Regardless, I’d definitely recommend this restaurant and will happily return!           Lovely food, good service       Amazing food and great service         Great good. Attentive service. Love the private dining room. Choice of white wines could be improved. Will return. "
22,Scarpetta Bishopsgate,£25 and under,Italian,4.6,63,Liverpool Street,https://scarpettapasta.com/,020 3833 4033,Mon, Tue 17:00–21:00 Wed,https://images.otstatic.com/prod1/42447676/1/medium.jpg,2022-01-26 16:46:12.07661+00,2022-01-26 16:46:12.07661+00,"Cecconi’s at The Ned is a modern-day classic Italian restaurant open for breakfast, lunch and dinner.  Cecconi’s serves handmade pasta, seafood and dishes from Italy using the finest ingredients. The restaurant has outposts in West Hollywood, Miami, Istanbul, Berlin, Barcelona, New York, and Mumbai.  Bookings can't be made for only drinks. Registered guide dogs only are permitted in public areas or restaurant of The Ned. Children are welcome in the restaurant until 8pm. We will try to accommodate pushchairs where possible but please be aware there may not be space at the table. If you would like to request a highchair or for further information please contact the restaurant directly.  Please note The Ned reserves the right to refuse or cancel any reservation.Had a really lovely evening here! The live jazz band were amazing and create a fantastic ambience. All the service staff were great and the food was so tasty - I’ll be coming back soon!      Wonderful evening, amazing staff 🙌 The food was divine         Amazing atmosphere with live band, great food, well spaced tables so it feels private, awesome serving staff!  "
23,Taberna Etrusca,£26 to £40,Italian,4.5,824,Bank,http://www.tabernaetrusca.co.uk/,020 7248 5552,Lunch Mon–Fri 12:00–15:30 Dinner Tue–Sat 18:00–22:00,Established in 1967,https://images.otstatic.com/prod/23684291/1/medium.jpg,2022-01-26 16:46:12.080217+00,2022-01-26 16:46:12.080217+00,"Authentic Italian with great range of Cocktails and Wine! Great vibe for dates, drinks with friends or any special evening. Our fresh Pasta is handmade by Italians every morning. The word Scarpetta represents a moment of joy – it’s how we Italians define the gesture of taking a piece of bread to mop up the last delicious morsel of sauce on your plate – it signifies how we enjoy every moment in life.  We have a great selection of nibbles for a perfect Italian aperitivo, fresh pastas, cicchetti and homemade desserts. Your true Authentic Italian Restaurant experience.Food and service were amazing. Would definitely come back        Had a really good time here, staff were very friendly and the food was lovely!        Great place to eat. Very central great ambiance and fantastic service! Nothing was too much trouble for the friendly waiting staff who were kind and helpful (eg suggested a different chair which was more comfortable) food was divine! We had a plate of beef and truffle ravioli. It was so good we had a second helping. Wine also very good vfm. Would definitely go back! Thanks to all!            Everything was perfect. Service was very friendly , attentive and helpful. Spaghetti with Italian sausage superb tasty . Thank you chef !! Good music .Thank you to everyone who was looking after us . And see you soon.        So much fun! The food was great, I had bruschetta tomato and burrata arabiatta bucatini. Lovely vibrant restaurant, great service! will be coning back 😊 "
24,Mint Leaf Lounge,£26 to £40,Indian,4.3,418,Bank,http://www.mintleaflondon.com/,020 7600 0992,Lunch Mon–Fri 12:00–14:45 Bar Mon–Fri 12:00–23:00 Sat 17:30–23:00 Happy Hour Mon–Fri 15:00–18:00 Dinner Mon–Sat 17:30–23:00,The perfect play ground for elegant and sophisticated social gathering: the fine cuisine and drinks: all served to you with finesse. Come and experience attentive and courteous service!,https://images.otstatic.com/prod1/46893286/2/medium.jpg,2022-01-26 16:46:12.083912+00,2022-01-26 16:46:12.083912+00,"Established in 1967, Taberna Etrusca is an Italian restaurant in the classic trattoria style, with textured walls, tiled floor, open-beamed ceiling and an overall timeless quality. A pretty courtyard catches the sun during the Summer with tables highly sought after. The entire restaurant can be hired evenings and weekends and being so perfectly situated next to Bow Bells Churchyard, wedding receptions are naturally popular here throughout the year.It has been a long time since i had eaten at the Taberna Etrusca but the food was as good as i recalled it being. A lovely first course of pasta in a veal sauce followed by a lamb shank with creamed potato and vegetables. The starter and main were beautifully cooked and the service was exemplary. Had a couple of bottle of Grecanico, which was very nice and reasonably priced.  Will be going back the next time i meet up with friends in the City.              Great to return to an old favourite after a number of years away. Superb service and an extensive menu of Italian classics.           The food, service and ambience were all very good.       A real gem of a restaurant with such excellent service. I recommend the Beaujolais.                  Business lunch was great! Outstanding service and friendly environment. Food was excellent! Highly recommend this restaurant for any occasion. Thank you! "
